perf,my_code
-0.00170160037895428,006260
-0.00424570228017493,000060
,064350
0.00148237873755604,047050
-8.99561742319374e-05,185750
0.000615569142858185,014680
,004800
0.0010610957480998,010060
-0.000703068193974665,102780
0.000511489065228036,017800
-0.00808119962852721,003000
-0.00298642489065129,010120
0.00500722707298603,009420
,051905
-0.00250708877903729,069960
,273130
0.00866208168174249,007700
0.000803700726675016,000990
,002380
-0.00179744464229917,000240
-0.00204050912969496,181710
0.000135687574632623,307950
-0.000169573068878281,088350
0.00211637157963441,003090
-0.00147033035785274,007570
,157450
-0.00785006790913734,003520
-0.00411312234405286,294870
-0.00202279309190445,138040
0.00127949360348989,012450
0.0130270828119098,011000
-0.000114481873416992,006650
-0.00409215396751739,047040
-0.00264859477759303,004000
0.00121014445736027,051600
-0.00193754380593791,111770
0.00320380543060739,006120
,010780
0.00030023802994504,214320
-0.00065150145058576,010620
-0.00249996668492436,011210
0.00132543999242262,114800
-0.000632204209498822,192080
,278530
0.000514759309443737,139130
-0.00162317437174609,001740
0.00160932977522869,005250
-0.000384786848508216,005690
-0.0130594179250914,192820
-0.00706688011423005,233740
-0.00567932914401368,069620
-0.00204558060670311,175330
0.00157504271330649,073240
0.00323563367400971,161890
0.00811084572572491,031430
-0.000951369162998045,032350
0.00111997493133816,018670
-0.00353749311936787,120110
,214980
-0.00448921054076738,069260
-0.000422650863505807,271980
0.00297095384008178,000670
-0.00180215739986687,003690
,148020
0.00108212729789595,284740
-0.00119902029801168,023590
0.00108726382883059,057050
-0.00456382397369233,001680
-0.00337141816130686,003240
0.00185479895708727,093370
-0.000961976902284299,210980
-0.00294224057506912,020560
-0.00537609990507723,241590
,278540
-0.00305795590441944,001800
-0.00637986131533182,000150
0.00859085650785296,016380
0.00131459524120987,033270
-0.000731300245507658,006040
0.00366159848234306,064960
0.000823085103114723,114090
0.00268133830422833,001440
-0.0133645763184188,192650
-0.00277681808426713,071840
-0.00317829287587323,003230
-0.000915753893342698,170900
,005440
0.000491075940849383,005850
0.000464195933320699,081000
7.70267139965123e-05,079160
-0.000964997440509972,020000
-0.00559272630360721,103140
,152100
0.00409009787570802,005300
0.0056688222955759,033660
0.00157842710030198,034310
-0.00814596120636033,105630
-0.00536956751160488,003850
0.000292124246283887,003540
-0.00755994081149701,085620
-0.00217028263576936,009450
-0.000323582549598005,251340
,272580
-0.00130695371009565,298020
-0.00965845962473984,192400
,293180
0.00407244859930878,000640
0.00429584726812265,003620
,105190
-0.00676545254763312,001060
0.00499766613200837,014820
,280360
0.000570999294361663,00680K
,049770
-0.00383932361824801,001120
-0.00220566473257253,298050
-0.00132573555507322,079550
-0.00722925001195949,226320
-0.00283747612340848,011930
,012630
0.00476198917423554,052690
-0.00550216163202784,001230
0.00255659026696781,097230
-0.000960943257099167,018250
0.000771377034995949,008490
0.0230414073968507,017810
0.00128492566739975,292150
-0.00107124547763759,310970
0.00325569666332271,108670
-0.0106712313644982,267260
0.000682750579403901,005610
0.00836346387496946,002320
,315930
-0.00134507581869467,042700
-0.000619551098371574,115390
-0.000970960252139356,300720
-0.0152817044274789,298040
-0.0034345858219575,066575
-0.0024247204813145,090435
-0.000632344828391361,015350
0.000349977088548448,005180
-0.00481034581842606,039130
,069660
0.00113214149998112,003470
-0.00145379233403925,286940
-0.00717610971528686,000070
-0.00725132149562319,001880
-0.0130178219792467,001820
-0.000918575315742845,000400
-0.00209196331313972,082640
-0.000919600297854311,145990
0.000124361314854192,002350
-0.00883136494880126,267270
-5.83012305557058e-05,268280
-0.00149499199131842,000020
0.000507795764340902,089590
-0.00474461648056262,003060
0.00130863848533687,133690
-0.00154747294482969,001470
-0.00563320145015306,009290
0.00296182903320043,001630
-0.000558586848917721,002840
-0.00262343244382997,009970
-0.00683849270554626,025540
0.00243620504628781,229200
-0.00106312126729894,053210
0.00254903896401587,123890
0.00484050590213314,003070
-0.00135756821740505,034830
-0.000797909509820511,000815
0.000987269612370885,261220
-0.0104930903070466,024720
-0.00660584822462364,008350
0.00132619805196937,093050
-0.00583341628184727,281820
-0.00107467271607419,030610
,001720
0.000673171683769877,017390
-0.00256829431546471,071320
-0.00992209939240098,017960
0.000789735682010053,138250
-0.00206060306192777,145720
-0.000349384803317621,305540
0.000727196756045601,002390
0.00313474675432645,249420
,226490
0.00395282421774772,036420
-0.0104676567788971,006390
0.0106278277758851,026890
0.00204852200543462,298000
-0.00223794027610276,006405
-9.6672293794166e-05,068400
-0.00237142809722066,005880
-0.00484229326180497,025860
0.0043853740924704,009410
-0.0210594274863755,006060
-0.00236178895524495,305720
-0.00140314373889027,004490
-0.00324926883214263,027410
0.000182460266882577,251350
-0.000201370871557045,014830
0.00665331333578129,005070
-0.00179543861850644,001780
0.00173249620139954,003530
-0.00319720834620185,009680
0.00780417244757437,008730
-0.00328911448434111,094800
0.00115412684750661,293940
0.000620176499421203,293480
-0.00251641229825291,002620
-0.000971974746050353,016710
4.29993810767963e-05,088260
-8.19621704497026e-06,005500
-0.00200028643188138,011280
-0.00267111773843594,003220
-0.000471920875132231,084690
-0.00162900664374301,102460
0.000859508701283749,126560
-0.00196299871256913,096760
0.000622563786716133,001200
0.00310792271652507,001430
-0.00249726922703842,002270
0.00058045933979191,010050
-0.00556291249805407,000140
-0.000246105178666056,004430
0.00328916607773304,071055
0.00023126875872072,016800
,190620
,294400
,002780
,004700
0.0011334972551365,072710
-0.00344303134166493,060980
0.00222399227663015,000370
-0.00205761805536879,001510
-0.00249177698144144,001725
0.00168336031069808,079430
-0.00202492088265534,029460
-0.00276704484066223,001500
0.00879622011377027,084680
-0.000120449658640121,004690
,019680
-0.00280435296021322,017940
,002960
0.0126895512549569,007460
,295040
-0.0025651416824825,213500
-0.0103519050813356,019175
0.00710021071957551,122900
0.00081947404413083,095720
-0.00527170920556432,195870
0.00209589445464011,037560
,000480
,00088K
0.00234143217600548,007810
,000050
,192090
-0.00255256233944424,034120
,152330
0.00387522048228995,002210
-0.000793890445917841,204480
0.0016509401134766,234080
-0.00138851593739596,058650
0.00139000598529058,272550
,282000
-0.00424083217371233,214330
-0.0079211879133859,077500
-0.00462338515262428,101140
-0.00610727099842121,079980
0.0122973996314454,075580
-0.00208942233292738,005390
-0.00196694330170994,002310
0.00185240900428707,002240
0.00373588284848194,037270
-0.000994770212116972,004710
0.00648512779222061,007860
-0.000318389295248992,016580
0.00898594421826135,033180
-0.000685864261759734,139260
0.00359781774228984,012610
-0.00406838394443446,001520
0.00334719260238371,003300
-0.0018558896842032,002990
0.000549902060685926,003545
0.00232391136066286,005960
0.00330438292204545,272450
0.0027636657005655,005950
-5.39550293007532e-05,900140
0.00207990206921287,232080
0.000861985879583216,002020
-0.00849589895427725,28513K
0.00021537752485601,002810
-0.0142768154499061,002100
-0.000143994195550216,000430
-0.00446196638238782,094280
-0.0044130766405738,037710
0.00386953259669948,007690
-0.00815644986110059,033240
0.0048274480576967,001390
-0.000643705535614103,002150
0.000351652200048074,132030
0.00141739875814557,00104K
-0.000444118032355156,101530
-0.00443613805344251,092220
-0.00221889779153546,136490
-0.0150326315969869,015860
-0.000885216767179175,025000
-0.00377496419999293,001130
-0.00407002610499672,033530
-0.0015755340280272,161000
-0.00528446237231073,144620
0.00135289190668212,016450
0.000676939101198683,306200
-0.0089679772040887,006840
-0.00290142339705213,214390
-0.00533465883419958,101060
-0.00398832307952586,068290
,148070
-0.000703192526889105,036530
-0.00107988228491365,029530
,229640
-0.00419765194180046,006490
-0.000432280382322956,007340
-0.00183324238749646,001270
0.00301867288231499,001940
-0.00561542867456107,183190
0.00292973686892643,001360
0.00027319915962857,004380
-0.00254958611939382,044450
,005720
-0.00141153938751454,104700
,015360
-0.00190789906272271,001570
-0.00832225037887291,118000
-0.000708802596539211,097955
0.00169144794206172,314250
-0.00429497924631919,008060
-0.0166774083974247,005420
-0.00567253311324698,123690
-0.00422089452575634,035510
-0.00301797992207112,005810
-0.00245018470513371,063160
0.00303200228391987,016590
0.000843720858597992,003120
0.00367766293122205,001530
-4.58630730710155e-05,245710
1.59915414787548e-05,267850
-0.00733240878506258,017180
-0.00378484361743279,031440
0.00903440678099419,248170
-0.000755048280336748,003560
-0.00148664954265675,070960
0.000314280129376061,092230
-0.00420992116326606,078520
0.000405572893429462,009580
0.00107342680433372,004310
-0.00441683253051334,012690
-0.00823763075576407,005090
,011760
0.00290931352379664,02826K
0.00299157553297891,004720
-0.000311563747076614,002170
-0.0034856645629625,089470
-0.00209718673590425,005389
-0.00143828085736501,003920
-0.00652686992808354,002630
-0.00168894016878171,003030
-0.00255855651876817,013580
,302450
-0.00408601569412435,033920
0.00254468975403784,000970
-0.0124945718168603,003580
0.000651210116859757,002900
,168580
,001070
0.000947246376762023,102260
0.000840186265391996,161510
-0.00178368920687903,003570
,004360
-0.0062963630215355,009155
0.000364438394022815,003555
-0.000854305158069933,003350
-0.00324045133900944,000540
0.00244468976392438,002030
,176950
-0.00716756142181795,047400
0.00446252121492224,298690
-0.0116523013429877,008700
-0.00297267778871311,036580
0.00385393374370715,002720
0.000724349267232114,095570
-0.0100811607676015,091090
,028100
-0.00126600418359717,001790
-0.000145036573323192,275980
-0.00602307532042059,000680
-0.000931608240685987,016610
-0.00147297539872326,004890
-0.0032928605202429,011150
-0.00593071871649742,025750
,003200
-0.00166555517177571,004540
-0.00372965989084536,044820
-0.00215304451135445,214420
0.014197935368577,278240
-0.0019950022561859,084010
-0.0106896014070283,004980
,325020
0.00325606745187431,000215
-0.00339026506647436,007660
0.00613055230026752,270810
0.00756130456878794,023800
0.00450288184618478,011785
-0.0063184431500241,020120
-0.0039707487257054,005680
0.00524835066449292,000490
-0.000660147231422007,000155
0.000236572684757959,005945
-0.00189684617094272,004960
0.0023617324631184,030210
0.00883108819757702,039570
-0.0045500472033444,093230
,168490
0.00882221574516948,007110
0.00744351739862204,500031
0.00278132108770252,004770
0.000867516311207517,100250
-0.00669743026693818,009160
0.00646846301126658,082740
0.000782122990881365,001460
,002460
,196230
0.000399371825499632,150460
0.000713848698620737,143210
-0.00599407260162599,138490
-0.00582743922405091,102280
-0.0153230330022211,004270
-0.00246877329938185,015890
-0.00441013766640047,013870
-0.000445131586046162,015590
0.000208082625730877,117580
,004970
0.000313602585665691,144600
,090350
0.000887324439774484,007160
,001250
0.0036928969150669,074610
0.000124468984828512,107590
0.0197248339432557,021050
0.00675367203149255,001340
-0.00560410246643492,005320
-0.00444923677641453,000520
-0.00044311137731208,023450
0.00410322539391832,055490
-7.75341995013585e-05,077970
-0.00131000120372093,004150
0.0075292540390803,252710
-0.000253768340620436,570019
0.00221722230569766,000700
,012030
0.00411214740355881,128820
-0.000125064542403575,139280
-0.00695326223915624,005257
-0.000400349459022994,013520
0.00178531307002522,004080
-0.00534124030491288,530013
-0.00328465339753015,027740
0.00204951698769413,004440
0.000407187978000349,510011
-0.00543719453143286,017900
-0.00529083237099228,002760
-0.00149194186376895,003460
-0.00194690775086048,005740
-0.000352254945108579,520026
0.00148909850775078,014790
0.00718498812002615,009320
-0.013256804958447,200880
-0.00258630655211254,000180
,000390
-0.00511663297905744,004840
0.000563915175985841,007210
,024090
-0.000869838608949697,096775
0.00150218457233685,002700
-0.00453411700868453,007540
-4.09628358110251e-05,010955
-0.0010646223151004,003960
0.000555638048790222,282690
-1.06884401995165e-05,130680
0.000238420991825085,134380
0.000749966111874478,091170
-0.00329563999534098,143860
-0.00718457042548621,005360
0.000947267732076921,500015
-0.00566562500199597,002410
,002450
-0.00464745131995304,014160
,000320
0.00420920051737341,003160
0.0013183766283834,120030
-0.00242378812199302,210540
-0.00699912627422649,006380
0.000691282626438976,130660
0.000486047053407915,008970
0.000503400497133166,009460
0.00385022672169102,163560
,009470
-0.0030527615556141,008040
-0.000759282729139476,011500
-0.0024540569201865,004060
,273140
,152550
0.0012757786765726,009270
-0.0014827284830885,014530
-0.00167330577780059,067830
-0.00201110009926771,011390
0.000607936356126048,001750
,004560
-0.000310746702353619,003830
0.0024501636019103,500032
-0.00267855182639368,014280
-0.000482697432863135,134790
-0.00088976448408202,078000
-0.00035992656140639,034590
-0.000111805039564923,100840
-0.00398935807161704,002795
-0.000416936990433737,267290
-0.00020256366703314,500029
-0.0115055937420656,035150
-0.00118144558656623,119650
0.000982501861865257,013700
-0.00334856653637949,004250
0.00474634279729163,017550
-0.0205488641527716,011810
0.000757065445127232,003650
-0.00773604064739164,003480
-0.0080675356462719,071970
,267770
-0.00147441516101458,03473K
0.000193201172060828,143850
-0.000734302854218533,013570
0.000225805759906891,001045
-0.00285207587352545,012800
,000890
-0.00104583700934618,020760
-0.00313335610507035,000860
-0.00486821661630865,000230
-0.00112623793331135,264900
-0.00349629531477529,006220
-0.0032067713043486,012160
-0.00589538965616343,000910
0.00395988790354905,031820
-0.00225049455639942,092440
0.00138527018012687,010960
-0.00163914838800018,103590
0.00959220498037298,000220
-0.00267882386673474,014710
-0.000119656713993224,015230
0.000695947010478667,053690
0.0111335542303676,091810
0.0191265170393622,001140
-0.00214670468954548,001290
-0.00345167623037699,570044
-0.00085298233780756,227840
0.000839217931292993,009200
0.000410572670388198,010820
-0.000454176003263085,003547
0.00638719159061716,530031
,001260
0.00397488218575059,009440
0.00393963293383659,500019
,315960
-0.00566383573087649,009190
0.00045067543101612,000650
-0.00154158491136916,019440
-0.00992440309173246,006370
,005430
0.0042664522016109,014990
-0.00265119614313591,012200
0.00194476157698301,233160
-0.00177384172777538,023000
-0.00192032357999454,008250
-0.00609857802945883,014580
0.00126602406927866,002600
0.00326740860745092,004830
0.00160617162628369,006980
-0.00421992469733354,010690
0.0014176190980988,027970
0.0102515066085279,026940
0.0037168959556892,032560
0.000487232128299803,328370
0.000491630260141207,083420
-0.000985242704416676,010600
0.00089492126127556,325010
-0.00518010900537444,025620
-0.0057962420346297,012280
-0.00055139433609317,005800
-0.0024623984924121,001550
-0.00929855393247643,000300
7.66836056802428e-05,005750
-0.00735893991692544,007280
-0.0121047439418203,011330
-0.00129120218413328,002870
0.00207777168277722,002140
-0.0146046338063651,016740
0.000314124502546304,000040
-0.00141684842921504,194370
-0.000981804326480011,155660
-0.00365221420158817,034300
-0.00062497209581826,006890
,058860
-0.00868986784872406,093240
0.00273594332955157,058850
,292190
-0.00489805126549856,000500
-0.00235878576223506,058430
-0.0057647305570693,002360
-0.000784637840368759,035000
0.00294576076185057,105840
0.0041571380868504,002070
0.00067205496086279,017040
-0.00192068058638158,002880
-0.0117093268529381,006110
-0.000258224988045654,007590
-0.00494706957735251,013000
0.000925396797248495,219480
-0.000829761321881327,004450
0.00637461727104367,009835
4.20010734986425e-05,006090
-0.00194421432241725,012600
,100220
,006740
,005190
-0.00147857538039131,225040
0.000615341723535767,001380
0.00550484303678249,530036
-0.00274878520085584,003080
-0.0122864069875537,085310
0.00225524069479593,016880
7.49940813069117e-05,002710
,302190
0.00037778630174495,570043
-0.00108337861229342,005870
0.000683091592152527,108450
0.00213669053965153,016090
0.00239294232913423,015540
,272560
-0.00450264530421653,058730
0.000860862729282068,092780
,075180
,114260
-0.00819090194694702,008600
-0.00120002860979112,007980
,084670
-0.000862588691220267,133820
0.00431538231868868,003720
-0.000422416343647096,002200
,277630
0.00113817764694312,123310
7.81680288920337e-05,129260
0.00761383243114603,033250
0.000119240294518657,003610
,004140
-0.00448989049616553,009310
0.000138765067802338,002920
1.70668407787647e-05,500027
-0.00135365335176721,000105
-0.00707462991714536,010040
-0.013256025474537,009070
0.000154857544403754,009770
-0.0142780488567867,011690
-0.00223502821005524,090370
-0.000117180075000197,156080
0.00076609049836271,570022
6.35735346351064e-05,000157
0.00282102756099812,256750
-0.000150889848383409,006805
0.0072068872949992,030790
0.00426705467296508,014440
-0.00317598704913921,245360
0.00195882381789375,006125
-0.000193205215712287,195930
-0.00320143286832325,003680
-0.00635319914320028,005110
0.000380516606498853,157490
-0.00398191841190767,004870
,000850
,001560
-0.00345793925648844,006340
-0.00666677636755381,003010
-0.00317399135684207,069730
-0.00935008849809144,510007
-0.00262231997180283,012320
0.000899203908538818,004910
-0.000222037927720262,006570
0.000627736526441091,580006
0.00223751870069493,000590
-0.00701537945883176,111110
0.000814431454375516,091180
-0.00435592418723967,008260
0.00145115919766656,010660
-0.000307841853494427,326240
0.000466058299634369,329200
0.00144952138492319,014130
,122260
0.00512446822541263,00499K
-0.00343295848282575,008775
-0.000603132503533622,001080
0.00451608773705448,024890
-0.00224149458917028,090080
-0.00143612268589734,001275
0.000615795130719062,510008
-0.00378112325122907,010100
0.0027824459535319,500045
-0.000543652122563444,003415
0.00224433881275789,004090
0.00300690868795339,011090
-0.00611329650089963,024900
-1.99534354267487e-05,044380
0.000591294198270642,001020
0.000440324507855609,270800
-0.000904061162587516,002820
0.00166020002270872,023150
,292500
-0.00838911603999767,010400
,283580
0.00155699512920668,520009
-0.00277987995232005,008870
0.00661330337951716,072130
0.000498598479482444,120115
-0.00472480339187464,017370
-0.00166467006306326,530061
0.000984223844703571,195980
-0.000878317980058065,003780
0.000404852348358585,041650
0.00121150674581852,088790
-0.00472759101563669,092200
0.00597140470023589,009180
-0.000706026799395592,182480
-0.0165011615322579,051630
-0.000337707415794419,025820
-0.0147679261351682,069460
-0.00150186939255892,285000
,102970
0.00025189805040687,005010
,078935
-0.0038579234969693,001210
-0.00597179179086188,008420
,136340
0.000419672162957576,006660
,530023
-0.00304871257730453,025560
-0.000779836542294801,004410
-0.00765090393562969,011700
-4.80245215487932e-05,530053
,013360
,019685
-0.0057108310446983,219390
-0.000896402715909032,322400
-0.00961958136531544,010770
-0.00234737243776578,018470
-0.000709132972241176,123700
,114820
0.00125838318656767,261240
0.00684742614346296,023810
-0.00835142790791896,007610
-0.00354984765056971,008110
0.000113114118706009,305080
-0.000744635880929945,091160
0.00181462068597294,005305
,130730
6.54914068305289e-05,570030
-0.000517151850266075,023350
-0.00149020026274392,266360
-0.00036105057748475,000950
-0.00430477362294413,520004
,007120
0.000100736039780516,228810
-0.00269149960858275,003465
,252400
-0.00152202259305686,025530
0.000460907433286739,570029
-0.00423314604523638,006880
-0.00208002111921829,096300
0.00174331593863903,590010
-0.00122754982052304,292050
0.00590744475102234,550009
0.00193339687728836,005820
0.000833258578230072,500020
-9.32434400892153e-05,550008
-0.00479987414383395,049800
,030720
-0.00247053813421965,001620
-0.0049756996195143,000760
0.00216684829334069,252420
0.00130684484224588,011420
-0.00508585750890984,012170
-0.00288330266858247,530012
0.000289891757904464,084870
0.00729427274160323,009140
,002220
0.007837150531462,019180
-0.000856486940558115,137610
-0.000500898476051555,155900
-0.00484840986834634,004100
0.000189441086220134,006200
,114100
,278620
0.00368302189922192,014910
0.00117382718176352,500037
-0.000596760725803092,145270
-6.87473156190568e-05,213610
0.00680657036054005,007575
0.0079957830588187,010640
,227830
-0.00114694715528231,024070
0.00550837673438495,010145
0.00055880404688811,250780
0.00192972279987394,069640
-0.00341339200673465,023960
0.000212786007726938,245340
-0.000262526297536742,530055
,530014
-0.0032793690471092,002690
,223190
0.00164710939174686,140910
,114470
,530015
2.88110861163437e-05,590018
,217780
-9.84136328792829e-05,279530
0.00237093847129724,316670
0.00696471247697206,009810
,272570
0.00449741194344405,071950
0.000356533759494708,530019
-0.00401748102047167,550014
,018500
-0.00504659352428429,304780
-0.00556324738824416,099140
-0.00126018764277311,530005
-0.000141843665760169,266370
-0.0105338312461523,011230
-0.000699025593711345,225130
-0.000185612776543992,500009
-0.00022516622705282,204450
-0.0085395475187594,550013
0.0032317432335384,304770
-7.18817939369527e-05,329750
5.07109281617028e-05,590009
-0.00133294293121669,003475
-0.00412040245292171,003280
-0.001311921201435,071090
0.00515307903983622,010420
,292160
0.000365391904418304,520014
-0.00637564735080087,001420
-0.000234585582094556,500016
-0.00261771784044529,169950
-0.00139347180583785,310960
-0.00205780785305221,091230
0.000442513584859475,138230
-0.00168481578731815,172580
0.00975687221120406,005030
0.00119043860479303,550044
-0.000506219990591731,108675
0.000149148569854034,500014
0.000816613992571158,500022
,174360
0.000463918424823608,261250
-0.00148036894375569,203780
-0.00129873313260034,550012
0.00123756286293506,510001
,253250
0.00632507638841601,001465
0.000396528086511217,500017
0.000562231412511631,500018
,18064K
0.000409966837953937,590017
-0.00448397081967499,269540
,272910
-0.000409131702181183,276650
,152380
0.000860682367638305,304940
-0.00144490499130988,015020
0.000533319676399532,003495
,200250
-0.000975425666924156,002420
-0.00430618073500063,001770
-0.00250100527921955,211900
,152870
,306520
-0.0054808051225097,004920
,276970
,123320
0.000390977114822525,520012
-0.00294614250703666,243880
0.000661293818600793,289040
-0.000143734722854801,230480
-0.00056029146138523,590006
-0.000213343412948134,500003
0.000766296758133835,550011
0.0132560597965386,000885
-0.00289685690389908,520006
5.72671019113138e-05,520003
0.000266303005977568,139270
0.000234521511691832,001685
0.000144675446335128,000087
0.000207384285147778,322410
0.000346008902731643,500024
0.000727858717052948,304660
-5.52804489721837e-06,227540
0.00112384610838093,003925
-0.000593776899414109,001515
-0.000903644176204078,300640
-0.00115130036920548,204210
-0.00022463681870498,266410
-0.00100655623767496,004365
-0.000371457911775956,500035
-0.000886759846469445,530062
-0.000317515399608733,219900
,329650
,108590
0.00322439874787461,008500
0.000642938285704823,225800
-0.000881028406841847,500001
,153360
-0.00348448461187093,003535
-0.00252743742089983,138540
-0.0004083937091223,530016
-0.00353391932235298,009415
0.000298060717826582,530020
-0.00168821714643833,137930
-0.000232419810331651,251590
0.000317326390017222,010580
,237370
-0.000120852712050851,570023
0.00408743995293101,550058
0.00441728006154571,253160
0.00136014281196324,011300
,114460
-0.00156118663819656,530022
9.74635859918148e-05,195920
-0.00156622260470265,229720
-8.28824819690821e-05,590012
0.00120360603738498,590013
-0.00275883290127755,000725
-0.000683912403888431,500004
-0.00252123884804623,139250
,152500
0.000384787062325159,520011
-0.000870498950045841,002025
5.85954920575667e-05,279540
0.000828811475690431,500023
0.00369844597048084,004835
0.000220734429491462,500008
0.000172989625751765,319640
-0.00203937044138784,530011
0.0126593859094866,025890
,295000
-0.00122222668798067,117700
-0.00145157256896019,530009
-0.00178796224014678,256440
-0.00218766641839656,500036
,550041
0.000334706314544901,500028
,285690
-0.00185802302345465,550007
0.000611986923753666,284430
0.00219109682477054,570026
-0.000220411286090227,500030
0.00467344269426273,019490
,292730
-0.00246325076026238,000225
0.00160496489193585,145995
-0.0117002481762954,244580
-0.000250760657303312,237350
-0.00148488599715022,304760
0.00120493279929719,281990
0.0201951910410836,008355
-0.00048629710225813,287180
-0.00277710866859002,002355
,182490
0.00121759174454552,315270
-0.00140647206863365,550005
-0.00128142578381435,530065
-0.000372520203013255,185680
0.000753587639105213,210780
-9.55768757589955e-05,007815
-0.00368659107959641,004105
,236350
-0.000557354231063769,153270
-0.00416959931918976,00806K
0.000463454747954342,015260
-0.000604170271592936,001755
-0.000707577298055788,000075
,208470
,183700
0.00368266539256119,510010
0.00090953280454285,248270
,305050
-0.000448825691046184,277540
3.54800586592903e-05,261120
0.0033656849705025,310080
0.00163324631243385,570027
0.0005417888408562,143460
,152280
0.000999976255891291,500002
0.00515201729045495,000995
0.000601392591366507,309230
-0.00665709762035822,012205
-0.000195695045753866,272220
-0.00105178519969175,280320
-0.0021044156467864,001745
-0.00046393699249537,550006
,530008
0.00242813696203305,520007
-0.00464072089503217,510005
0.00312735075057247,000545
0.000185092204770599,500006
,292750
-0.0038018537884823,266420
-0.00378550681741991,004985
-0.0012274262291886,244620
-0.00420666635144384,550016
0.00393289362862811,306950
0.000839344488335069,167860
-0.000247070880989059,277640
,140950
-0.000121071942078306,550046
0.000286312003310986,500013
0.000244513393264314,331910
-0.00151087750659083,530006
-0.00530779519595433,261060
-0.000215281165099314,004255
-0.000420486449875921,225030
-3.6973784051893e-05,308620
-0.00187393036105684,550015
,289480
-0.0036132619055194,316300
-0.000951225470532678,205720
0.000320686058619708,248260
-0.00551823099075552,004415
-9.95789042186983e-05,139660
-0.00412506326849556,228790
-0.000566405169476999,520015
0.00110931105801956,500040
-0.000902595259884453,500051
0.0004022969483084,168300
,276990
-5.53600327758029e-05,104520
0.00145904682554364,307510
0.00084198689100751,218420
-0.000655574900263573,277650
,251600
-0.000820636116042499,530003
-0.00111277928291954,271060
,239660
,266160
-0.00175701982420916,005725
,500010
,590011
-8.54350634647005e-06,237440
-0.000636966462856553,500007
-0.00518107380490506,006345
-0.000551887378491888,530063
0.000369846136219139,329670
-0.000196294921067213,500011
0.00128015846532149,329660
0.000694421746275083,241180
-0.000377197723953084,280920
0.000275189358368292,300950
-3.67154424433209e-05,500005
,117460
-0.00256830035136294,276000
-0.000351157386304709,122090
0.000801123355789832,014285
0.0145231768108728,291630
-0.00159528613834353,570028
-0.000903615960589431,275290
-0.000105251914419779,510003
0.00102296785537843,500021
0.00325122869138663,003075
-0.000129134602896038,227570
-0.00166045785183883,253290
0.000342987840022314,104530
-0.0027167743716133,225050
0.000913905826226729,269420
0.000885860152448803,520010
-0.00338918374505808,228820
